"paper_id","coder","paper_title","doi","timestamp","B1","B1A","C1","C2","D1","D1A","D2","D2A","E1","E1A","E1B","E1C","E1D","E1E","E1F","F1","F2","F3","notes"
131,"Amelia","Guide for Accelerating Computational Reproducibility in the Social Sciences","https://bitss.github.io/acre","2026/06/15 14:04:06","Yes. Paper explicitly targets one or more named disciplines","Economics, General social science","Guidelines/policy paper","Educational/training resource","Yes","The degree to which it is possible to obtain consistent results using the same input data, computational methods, and conditions of analysis (Introduction https://bitss.github.io/ACRE/intro.html)

A research paper is reproducible if it is possible to reproduce within a reasonable margin of error using the data, code, and materials made available by the author (Definition https://bitss.github.io/ACRE/definitions.html#definitions)

Pure Replication, Reproduction, or Verification entails re-running existing code, with error-checking, on the original dataset to obtain the published results (Definition https://bitss.github.io/ACRE/definitions.html#definitions)","Yes. The paper explicitly notes that reproducibility looks different and is practiced differently depending on context.","Data or material license, CR may vary depending on the scientific claims.","Yes. The paper actively describes, introduces, or recommends at least one concrete workflow, checklist, or tool.","Step-by-step (explicit)","Literate programming/dynamic documents, Containerization (e.g., Docker, Singularity, CodeOcean, Binder, WholeTale, etc.), Version control","Not described","Not described","Manual only. The workflow is entirely manual.","Not applicable. E1e = Manual only or Not described.","Yes","Authors (self-check), Third-party/independent reproducers/replicators","Not described",
132,"Amelia","Long-term effects of the targeting the ultra poor program—a reproducibility and replicability assessment of banerjee et al. (2021)","10.1093/qopen/qoae031","2026/07/21 22:07:25","Yes. Paper explicitly targets one or more named disciplines","Economics","Replication/reproduction attempt",,"No",,"No. The paper treats reproducibility as context-independent or does not address variation.",,"Yes. The paper actively describes, introduces, or recommends at least one concrete workflow, checklist, or tool.","Step-by-step (explicit)","Not described","Stata","Survey/experimental","Manual only. The workflow is entirely manual.","Not applicable. E1e = Manual only or Not described.","Yes","Third-party/independent reproducers/replicators","After publication",
133,"Amelia","From guidelines to practice: evaluating the reproducibility of methods in computational social science","10.1145/3795766.3799759","2026/07/17 11:30:23","Yes. Paper explicitly targets one or more named disciplines","Communication science, General social science","Empirical audit/assessment","User study (e.g., survey, interview, focus group discussion -- with computational reproducibility as the main topic)","Yes","Reproducibility: ""...is defined here as a user's ability to execute a method, obtain outputs, and understand the procedural and conceptual steps involved."" (Section 3.5, Measures)","Yes. The paper explicitly notes that reproducibility looks different and is practiced differently depending on context.","Programming language or software, Analytical methods","Yes. The paper actively describes, introduces, or recommends at least one concrete workflow, checklist, or tool.","Narrative (implicit)","Containerization (e.g., Docker, Singularity, CodeOcean, Binder, WholeTale, etc.)","R, Python","Digital trace data, Text/NLP","Manual only. The workflow is entirely manual.","Not applicable. E1e = Manual only or Not described.","No","Not described","Not described",
134,"Amelia","PaperRepro: automated computational reproducibility assessment for social science papers","10.48550/arxiv.2603.00058","2026/07/24 09:40:53","Yes. Paper explicitly targets one or more named disciplines","Economics, Political Science, General social science","Technical tool/workflow paper",,"Yes","Reproducibility: ""to determine whether the reported results can be reproduced using the same computational procedures, and assign a reproducibility score."" (Section 2, ""Problem definition"", p.2)","Yes. The paper explicitly notes that reproducibility looks different and is practiced differently depending on context.","Programming language or software","Yes. The paper actively describes, introduces, or recommends at least one concrete workflow, checklist, or tool.","Step-by-step (explicit)","Package/dependency management","R, Stata","Not described","Full automation. The entire proposed workflow is automated with no required manual steps.","Yes. The paper explicitly mentions LLMs (e.g., GPT, Claude, Llama) as part of the workflow.","Yes","AI Agents","Not described",
135,"Amelia","Automating computational reproducibility in social science: comparing prompt-based and agent-based approaches","10.48550/arxiv.2602.08561","2026/07/22 22:21:51","Yes. Paper explicitly targets one or more named disciplines","General social science","Technical tool/workflow paper",,"No",,"No. The paper treats reproducibility as context-independent or does not address variation.",,"Yes. The paper actively describes, introduces, or recommends at least one concrete workflow, checklist, or tool.","Step-by-step (explicit)","Containerization (e.g., Docker, Singularity, CodeOcean, Binder, WholeTale, etc.)","R","Not described","Full automation. The entire proposed workflow is automated with no required manual steps.","Yes. The paper explicitly mentions LLMs (e.g., GPT, Claude, Llama) as part of the workflow.","No","Not described","Not described",
136,"Amelia","Artisan: agentic artifact evaluation","10.48550/arxiv.2602.10046","2026/06/16 11:34:30","No. Paper is general with no named target discipline.",,"Technical tool/workflow paper",,"Yes","...defined as the ability of a different team to obtain similar experimental outcomes using the same experimental setup (p. 1)","No. The paper treats reproducibility as context-independent or does not address variation.",,"Yes. The paper actively describes, introduces, or recommends at least one concrete workflow, checklist, or tool.","Step-by-step (explicit)","Not described","Not described","Not described","Full automation. The entire proposed workflow is automated with no required manual steps.","Yes. The paper explicitly mentions LLMs (e.g., GPT, Claude, Llama) as part of the workflow.","No","Third-party/independent reproducers/replicators","After publication",
137,"Amelia","Overcoming barriers to computational reproducibility","10.48550/arxiv.2602.03863","2026/07/16 05:25:22","No. Paper is general with no named target discipline.",,"Guidelines/policy paper",,"Yes","Reproducibility: ""the possibility for independent researchers to exactly reproduce the final results of an analysis without any involvement of its original authors."" (p. 2)","Yes. The paper explicitly notes that reproducibility looks different and is practiced differently depending on context.","Scientific discipline","Yes. The paper actively describes, introduces, or recommends at least one concrete workflow, checklist, or tool.","Step-by-step (explicit)","Package/dependency management","R, Python","Proprietary/confidential data","Not described","Not applicable. E1e = Manual only or Not described.","Yes","Authors (self-check), Data editors, Peer reviewers, Third-party/independent reproducers/replicators","Before submission, proactively, After acceptance, before publication, After publication",
138,"Amelia","Reproducibility and robustness of economics and political science research","10.1038/s41586-026-10251-x","2026/07/08 10:58:33","Yes. Paper explicitly targets one or more named disciplines","Economics, Political Science","Empirical audit/assessment","Replication/reproduction attempt","Yes","A claim to be ‘computationally reproducible’ if its results can be reproduced using the data and protocols from the original study (p. 141)","Yes. The paper explicitly notes that reproducibility looks different and is practiced differently depending on context.","journal's data policy","No. The paper discusses reproducibility in general but does NOT describe a specific workflow or tool.",,,,,,,"No","Third-party/independent reproducers/replicators","After publication",
139,"Amelia","PRIMAD-LID: a developed framework for computational reproducibility","10.48550/arxiv.2601.02349","2026/06/16 10:31:34","No. Paper is general with no named target discipline.",,"Theoretical review about a framework used to assess reproducibility (PRIMAD-LID))",,"Yes","The interpretive element captures whether independent researchers arrive at the same conclusions and explanations based on a study’s findings (p.13)","Yes. The paper explicitly notes that reproducibility looks different and is practiced differently depending on context.","Scientific discipline, Data type, data quality","Yes. The paper actively describes, introduces, or recommends at least one concrete workflow, checklist, or tool.","Narrative (implicit)","Containerization (e.g., Docker, Singularity, CodeOcean, Binder, WholeTale, etc.), Version control","Not described","Not described","Not described","Not applicable. E1e = Manual only or Not described.","No","Authors (self-check)","Not described",
140,"Amelia","How to Get There From Here? Barriers and Enablers on the Road Towards Reproducibility in Research","10.36850/f4c4-4a38","2026/07/16 05:02:41","No. Paper is general with no named target discipline.",,"User study (e.g., survey, interview, focus group discussion -- with computational reproducibility as the main topic)",,"Yes","Reproducibility: ""obtaining consistent results when repeating studies, experiments and analyses."" (p. 1)","Yes. The paper explicitly notes that reproducibility looks different and is practiced differently depending on context.","Scientific discipline, Study design","No. The paper discusses reproducibility in general but does NOT describe a specific workflow or tool.",,,,,,,"No","Not described","Not described",
141,"Amelia","Understanding cultural persistence and change: A replication of Giuliano and Nunn (2021)","10.1111/ecin.13242","2026/06/16 13:54:39","Yes. Paper explicitly targets one or more named disciplines","Economics","Replication/reproduction attempt",,"Yes","Deep reproduction: deep reproducibility studies, dig deeply into the original study including the raw data and the coding decisions to detect potential coding errors or questionable coding decisions (p. 23)","No. The paper treats reproducibility as context-independent or does not address variation.",,"No. The paper discusses reproducibility in general but does NOT describe a specific workflow or tool.",,,,,,,"No","Third-party/independent reproducers/replicators","After publication",
142,"Amelia","Teaching Reproducibility and Replicability While Teaching Econometrics in the Classroom","10.1007/978-3-031-97942-2_7","2026/07/15 20:23:13","Yes. Paper explicitly targets one or more named disciplines","Economics","Educational/training resource","Technical tool/workflow paper","Yes","Reproducibility: ""to reproduce means using the exact same data and method"" (p. 116) and ""In a broader definition, reproducibility includes using the same data and method but with different programming languages or libraries"" (p. 116, fn. 1)","No. The paper treats reproducibility as context-independent or does not address variation.",,"Yes. The paper actively describes, introduces, or recommends at least one concrete workflow, checklist, or tool.","Step-by-step (explicit)","Literate programming/dynamic documents, Containerization (e.g., Docker, Singularity, CodeOcean, Binder, WholeTale, etc.), Version control","R, Python, Julia","Not described","Not described","Not applicable. E1e = Manual only or Not described.","No","Third-party/independent reproducers/replicators","Not described",
143,"Amelia","What is Computational Reproducibility?","10.60762/ggdbd25002.1.0","2026/06/16 14:39:17","Yes. Paper explicitly targets one or more named disciplines","Communication science","Guidelines/policy paper",,"Yes","Reproducibility means obtaining consistent results, ideally with identical numerical findings, using the same data and computational analysis methods as the original study (p. 2)

computational reproducibility which can be defined as the ability to consistently arrive at numerical comparable findings using the same data and methods as the original research (p. 2)","No. The paper treats reproducibility as context-independent or does not address variation.",,"No. The paper discusses reproducibility in general but does NOT describe a specific workflow or tool.",,,,,,,"No","Authors (self-check), Third-party/independent reproducers/replicators","Before submission, proactively, After acceptance, before publication, After publication",
144,"Amelia","Investigating the reproducibility of the social and behavioural sciences","10.1038/s41586-026-10203-5","2026/07/17 10:52:49","Yes. Paper explicitly targets one or more named disciplines","Economics, Political Science, Sociology, Management/Business, General social science","Empirical audit/assessment","Replication/reproduction attempt","Yes","Reproducibility: ""..observing the same results when applying the same analysis to the same data"" (p. 126)

 ""Published claims should be reproducible, yielding the same result when the same analysis is applied to the same data"" (Abstract, p.126)","No. The paper treats reproducibility as context-independent or does not address variation.",,"Yes. The paper actively describes, introduces, or recommends at least one concrete workflow, checklist, or tool.","Narrative (implicit)","Not described","Not described","Not described","Manual only. The workflow is entirely manual.","Not applicable. E1e = Manual only or Not described.","Yes","Third-party/independent reproducers/replicators","After publication",
145,"Amelia","A Brief Glossary of Terms about Repeatability: Replicability, Robustness, and Reproducibility","10.31222/osf.io/mqfp4_v1","2026/07/17 12:32:55","No. Paper is general with no named target discipline.",,"Conceptual/review paper",,"Yes","Reproducibility: ""Reproduction, or assessing reproducibility, refers to investigating the same question as a prior study with the same data using the same analysis."" (p.1)","No. The paper treats reproducibility as context-independent or does not address variation.",,"No. The paper discusses reproducibility in general but does NOT describe a specific workflow or tool.",,,,,,,"No","Not described","Not described",
